variable	cluster	n_vertices	mean_thickness	mean_coefficient	mean_se	top_region1	top_region2	top_region3
(Intercept)	1	145307	2.46279486329752	2.51632023634499	0.0535664953783859	superiorfrontal (8.38%, 99.99%)	precentral (7.39%, 99.94%)	superiorparietal (7.19%, 99.89%)
smoking_trajectoriesE	1	1221	2.44028643784892	-0.0928372693027657	0.0246111139530022	superiorfrontal (96.56%, 9.68%)	rostralanteriorcingulate (3.44%, 3.11%)	NA
smoking_trajectoriesE	2	936	2.44166351794564	-0.0893826174517918	0.0221337273271165	fusiform (100%, 19.86%)	NA	NA
smoking_trajectoriesE	3	877	2.43909845898584	-0.0713358215537419	0.0188525268582876	inferiorparietal (58.38%, 6.50%)	superiorparietal (41.62%, 3.49%)	NA
smoking_trajectoriesE	4	587	2.43740351075384	-0.0819194208786171	0.0210192577097901	supramarginal (100%, 6.83%)	NA	NA
AGEPARENT.x	1	4218	2.42382530935788	-0.00431880309187307	0.00106016045384431	superiorfrontal (73.40%, 25.42%)	posteriorcingulate (15.39%, 19.87%)	caudalanteriorcingulate (9.44%, 27.66%)
AGEPARENT.x	2	2304	2.45177902866588	-0.0037285079282204	0.000901949259716477	insula (52.47%, 23.12%)	supramarginal (22.74%, 6.09%)	superiortemporal (18.01%, 5.71%)
AGEPARENT.x	3	1388	2.48216189453295	-0.0035178949603521	0.000913585005938653	inferiorparietal (61.24%, 10.80%)	bankssts (23.78%, 15.44%)	supramarginal (14.99%, 2.42%)
AGEPARENT.x	4	1242	2.56654115147897	-0.00389414330049839	0.000906038474981057	superiortemporal (51.69%, 8.83%)	middletemporal (36.71%, 10.24%)	bankssts (11.59%, 6.74%)
AGEPARENT.x	5	529	2.44493034827597	0.00389677167179975	0.00106401815083994	lingual (90.74%, 11.41%)	lateraloccipital (7.75%, 0.64%)	pericalcarine (1.51%, 0.42%)
AGEPARENT.x	6	737	2.53042182208054	-0.00494320641538404	0.00123654204541426	superiortemporal (74.36%, 7.54%)	insula (25.64%, 3.61%)	NA
AGEPARENT.x	7	365	2.49120812692897	0.00323901344409646	0.000782386066666358	postcentral (84.66%, 3.25%)	precentral (15.34%, 0.52%)	NA
sex	1	14374	2.47594101657387	-0.0645969801162413	0.011429869072461	insula (18.82%, 51.73%)	superiortemporal (14.60%, 28.85%)	parsopercularis (12.78%, 58.90%)
sex	2	5520	2.48720827854713	0.0570578860847846	0.0117293803274389	inferiorparietal (45.78%, 32.11%)	lateraloccipital (34.28%, 29.66%)	supramarginal (17.68%, 11.35%)
sex	3	4436	2.39722684435888	-0.0482996010235817	0.00872021555538206	rostralmiddlefrontal (84.87%, 51.98%)	parsopercularis (9.04%, 12.86%)	parstriangularis (4.28%, 9.29%)
sex	4	4823	2.48221051204039	0.0649841408917834	0.0128770079919437	precentral (49.7%, 22.32%)	superiorfrontal (28.3%, 11.21%)	paracentral (22.0%, 32.21%)
sex	5	4445	2.47409491541957	0.0694829473223776	0.0110925854007736	postcentral (60.54%, 28.27%)	superiorparietal (39.46%, 16.78%)	NA
sex	6	3429	2.43482889180351	-0.0675173807127652	0.0106808472708298	medialorbitofrontal (47.16%, 60.95%)	superiorfrontal (31.06%, 8.74%)	rostralanteriorcingulate (14.14%, 35.93%)
sex	7	2135	2.52189516347822	-0.0401727249902571	0.00963168076438005	middletemporal (44.36%, 21.27%)	bankssts (32.51%, 32.48%)	superiortemporal (23.14%, 6.79%)
sex	8	1415	2.43298301506287	-0.0706074424219637	0.0135995715251028	lingual (49.26%, 16.58%)	isthmuscingulate (21.41%, 11.97%)	precuneus (20.99%, 4.06%)
sex	9	669	2.56756441665136	-0.047033823369508	0.0104722221533702	pericalcarine (73.54%, 25.73%)	lingual (21.52%, 3.42%)	lateraloccipital (3.44%, 0.36%)
sex	10	1474	2.47517827865017	-0.0460604081648115	0.00900933369103278	posteriorcingulate (66.89%, 30.19%)	paracentral (17.50%, 7.83%)	precuneus (15.60%, 3.15%)
sex	11	835	2.35479116124222	-0.0487824270245201	0.0100504770361913	lateralorbitofrontal (100%, 19.94%)	NA	NA
sex	12	999	2.49130885906708	-0.0403982090770273	0.00906675237811751	superiortemporal (58.56%, 8.05%)	supramarginal (41.44%, 4.81%)	NA
sex	13	652	2.46088891550105	0.0494982512507793	0.0130847617669568	inferiortemporal (69.48%, 10.26%)	middletemporal (29.45%, 4.31%)	lateraloccipital (1.07%, 0.11%)
sex	14	779	2.38624260986718	-0.0403844837687517	0.00896417157155424	superiorfrontal (54.69%, 3.50%)	rostralmiddlefrontal (40.05%, 4.31%)	caudalmiddlefrontal (5.26%, 1.10%)
sex	15	711	2.52954039617239	-0.0426498521433727	0.00966792817341502	precuneus (71.45%, 6.95%)	isthmuscingulate (28.55%, 8.02%)	NA
sex	16	616	2.47020966612075	0.0544367076333177	0.012030824210023	superiortemporal (80.52%, 6.82%)	transversetemporal (19.48%, 11.28%)	NA
sex	17	297	2.46047279998855	0.0457575170555299	0.0111242892559279	superiorfrontal (100%, 2.44%)	NA	NA
sex	18	396	2.47807357895488	0.0685894738958038	0.0176099976571747	parahippocampal (96.21%, 20.73%)	fusiform (3.79%, 0.32%)	NA
